web-scraper-order,web-scraper-start-url,topics,topics-href,course,course-href,course_institution,course_name,course_description,estimated_weeks,estimated_hours_per_week,study_mode,course_language,course_transcript_language,course_level,verified_price,audit_price
"1633023781-2191","https://www.edx.org/learn","Economics","https://www.edx.org/learn/economics","National Accounts
Statistics…Schools and Partners: IMFx…Course","https://www.edx.org/course/national-accounts-statistics","The International Monetary Fund Logo","National Accounts Statistics","Learn how to compile and disseminate national accounts statistics.","Estimated 6 weeks","4–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$512","Free"
"1633027343-3483","https://www.edx.org/learn","Cryptography","https://www.edx.org/learn/cryptography","Secure Software
Development: Verification
and More Specialized To……Schools and Partners: LinuxFoundationX…Course","https://www.edx.org/course/secure-software-development-verification-and-more-specialized-topics","The Linux Foundation Logo","Secure Software Development: Verification and More Specialized Topics","Learn how to verify software for security, and take a deeper dive into the basics of applying threat models and cryptography.","Estimated 7 weeks","1–2 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$4,076","Free"
"1633025482-2825","https://www.edx.org/learn","Vaccines","https://www.edx.org/learn/vaccines","Vaccines: from smallpox
to technologies of the
future…Schools and Partners: KULeuvenX…Course","https://www.edx.org/course/vaccines-from-smallpox-to-technologies-of-future","KU Leuven Logo","Vaccines: from smallpox to technologies of the future","Gain insights in the past, present and future of global immunization.","Estimated 6 weeks","3–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$1,004","Free"
"1633027251-3452","https://www.edx.org/learn","Investing","https://www.edx.org/learn/investing","Financial Analysis of
Insurance Companies –
Industry Overview and……Schools and Partners: NYIF…Course","https://www.edx.org/course/financial-analysis-of-insurance-companies-industry-overview-and-analysis-of-financial-and-regulatory-reporting","New York Institute of Finance Logo","Financial Analysis of Insurance Companies – Industry Overview and Analysis of Financial and Regulatory Reporting","Take a deep dive into the operating practices, accounting methodology, and regulatory environment of the insurance industry.","Estimated 3 weeks","1–2 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$4,076","Free"
"1633023839-2216","https://www.edx.org/learn","Economics","https://www.edx.org/learn/economics","Industrial Policy in the
21st Century: The
Challenge for Africa…Schools and Partners: SDGAcademyX…Course","https://www.edx.org/course/industrial-policy-in-the-21st-century-the-challeng","SDG Academy Logo","Industrial Policy in the 21st Century: The Challenge for Africa","Why is there so little industry in Africa? Does it matter? What can we do about it? Hear from economist John Page about the continent’s options for industrialization and the future of economic growth in Africa.","Estimated 4 weeks","2–4 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$1,004","Free"
"1633026362-3137","https://www.edx.org/learn","Computer Programming","https://www.edx.org/learn/computer-programming","Introduction to Computer
Science and
Programming…Schools and Partners: TokyoTechX…Course","https://www.edx.org/course/introduction-to-computer-science-and-programming","Tokyo Institute of Technology Logo","Introduction to Computer Science and Programming","The term “Computation” refers to the action performed by a computer. A computation can be a basic operation and it can also be a sophisticated computer simultation requiring a large amount of data and substantial resources. This course aims at introducing learners with no prior knowledge to basics and key concepts of computer science. By following the lectures and exercises of this course you will have an understanding of algorithms and you will get a real experience of programming using the language Ruby.","Estimated 5 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,004","Free"
"1633028562-3853","https://www.edx.org/learn","Critical Thinking Skills","https://www.edx.org/learn/critical-thinking-skills","Thinking & Acting like an
Entrepreneur…Schools and Partners: RWTHx…Course","https://www.edx.org/course/thinking-acting-like-an-entrepreneur-2","RWTH Aachen University Logo","Thinking & Acting like an Entrepreneur","Discover the entrepreneur inside of you – learn what it takes to turn an idea into a real business and how to put this approach to use within your own company.","Estimated 6 weeks","6–8 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$4,076","Free"
"1633027285-3463","https://www.edx.org/learn","Financial Literacy","https://www.edx.org/learn/financial-literacy","Financial information and
its analysis…Schools and Partners: TecdeMonterreyX…Course","https://www.edx.org/course/financial-information-and-its-analysis","Tecnológico de Monterrey Logo","Financial information and its analysis","Applies accounting and financial fundamentals to assess the financial situation of the company and inform the decision-making process.","Estimated 4 weeks","5–8 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$2,028","Free"
"1633023536-2090","https://www.edx.org/learn","Human Rights","https://www.edx.org/learn/human-rights","Indigenous Peoples'
Rights…Schools and Partners: ColumbiaX…Course","https://www.edx.org/course/indigenous-peoples-rights","Columbia University Logo","Indigenous Peoples' Rights","Examine how Indigenous Peoples have been contesting norms, institutions and global debates in the past 50 years, and how they have been re-shaping and gradually decolonizing these systems at international and national levels.","Estimated 10 weeks","2–4 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,024","Free"
"1633029155-4005","https://www.edx.org/learn","Nutrition","https://www.edx.org/learn/nutrition","Lifestyle Medicine
Treatments of Chronic
Disease – Part 2…Schools and Partners: DoaneX…Course","https://www.edx.org/course/lifestyle-medicine-treatments-of-chronic-disease-2","Doane University Logo","Lifestyle Medicine Treatments of Chronic Disease – Part 2","Learn specific lifestyle medicine treatment protocols for a variety of chronic diseases, such as prostate cancer, osteoporosis, and depression.","Estimated 2 weeks","10–15 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$3,667","Free"
"1633029302-4036","https://www.edx.org/learn","Video Game Writing","https://www.edx.org/learn/video-game-writing","Writing for Video Games…Schools and Partners: UBCx…Professional Certificate 6 Courses","https://www.edx.org/professional-certificate/ubcx-writing-for-video-games","null","null","null","null","null","null","null","null","Median video game writer salary of $70k/year (Source: Salary.com)","null","null"
"1633024118-2326","https://www.edx.org/learn","Mechanics","https://www.edx.org/learn/mechanics","Advanced Fluid
Mechanics 3: Potential
Flows & Boundary Layers…Schools and Partners: MITx…Course","https://www.edx.org/course/advanced-fluid-mechanics-3","Massachusetts Institute of Technology Logo","Advanced Fluid Mechanics 3: Potential Flows & Boundary Layers","Learn to analyze the structure of high Reynolds number inviscid flows using potential flow theory, the roles of vorticity generation in viscous boundary layers, circulation and lift, flow separation, and transition to turbulence.","Estimated 12 weeks","8–12 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$2,028","Free"
"1633025163-2720","https://www.edx.org/learn","ESL (English as a second language)","https://www.edx.org/learn/esl-english-as-a-second-language","English@Work: Cover
Letters…Schools and Partners: HKPolyUx…Course","https://www.edx.org/course/englishwork-cover-letters","The Hong Kong Polytechnic University Logo","English@Work: Cover Letters","Create a compelling cover letter and get that interview invite!","Estimated 4 weeks","1–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,393","Free"
"1633028022-3701","https://www.edx.org/learn","Software Development","https://www.edx.org/learn/software-development","Agile Software
Development…Schools and Partners: ETHx…Course","https://www.edx.org/course/agile-software-development","ETH Zurich Logo","Agile Software Development","Learn fundamental agile concepts to enhance your software development skills.","Estimated 6 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$1,024","Free"
"1633024438-2447","https://www.edx.org/learn","Engineering","https://www.edx.org/learn/engineering","Project Management of
Engineering Projects:
Preparing for Success…Schools and Partners: DelftX…Course","https://www.edx.org/course/project-management-of-engineering-projects-prepari","Delft University of Technology Logo","Project Management of Engineering Projects: Preparing for Success","Create your own project plan and learn the importance of the early project phases in achieving project success. People are key!","Estimated 10 weeks","4–6 hours per week","Instructor-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$2,028","Free"
