web-scraper-order,web-scraper-start-url,pagination,course_link,course_link-href,course_institution,course_category,course_name,course_description,estimated_weeks,estimated_hours_per_week,study_mode,course_language,video_transcript_language,course_level,verified_price,audit_price
"1632950649-613","https://www.edx.org/search?tab=course","","Fundamentos de logística…Schools and Partners: logycaX…Course","https://www.edx.org/course/fundamentos-de-la-logistica?index=product&queryID=919b4c5d51f3bd270f0b33c77fabab45&position=15","LOGYCA Logo","Engineering Courses","Fundamentos de logística","Te has preguntado cómo llega a nuestras manos desde las prendas de vestir que usamos, hasta los alimentos que consumimos. Estas experiencias han pasado por una serie de eslabones, procesos,operaciones y flujos que entendemos por: logística.","Estimated 5 weeks","4–8 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,001","Free"
"1632950307-466","https://www.edx.org/search?tab=course","","Hybrid Vehicles…Schools and Partners: ChalmersX…Course","https://www.edx.org/course/hybrid-vehicles?index=product&queryID=0e3e294cbdeb6a13dd2e2a38cf0b604b&position=18","Chalmers University of Technology Logo","Engineering Courses","Hybrid Vehicles","Learn to design hybrid powertrains which meet the needs of modern vehicles, by combining the strengths of both electric motors and combustion engines","Estimated 6 weeks","10–20 hours per week","Instructor-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$5,086","Free"
"1632950102-378","https://www.edx.org/search?tab=course","","Visual Presentation…Schools and Partners: RITx…Course","https://www.edx.org/course/visual-presentation-3?index=product&queryID=af4fb7bc58dc1b00df936957108ac95c&position=10","Rochester Institute of Technology Logo","Communication Courses","Visual Presentation","Learn how impactful images can enhance your presentation, communication and messaging to impress your audience.","Estimated 3 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$4,065","Free"
"1632950732-649","https://www.edx.org/search?tab=course","","Teaching Critical
Thinking through Art with
the National Gallery of Art…Schools and Partners: SmithsonianX…Course","https://www.edx.org/course/teaching-critical-thinking-through-art-with-the-na?index=product&queryID=f605d905a6fdeccde1e0ee2a9cc87338&position=3","The Smithsonian Institution Logo","Education & Teacher Training Courses","Teaching Critical Thinking through Art with the National Gallery of Art","Learn how to integrate works of art using Artful Thinking routines, effective strategies from Project Zero at Harvard University, in this interactive online course for teachers of all levels and subjects.","Estimated 16 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcripts:  English, Español, Français, 中文","Level:  Introductory","MX$2,022","Free"
"1632951066-792","https://www.edx.org/search?tab=course","","Liderazgo y
comportamiento
organizacional…Schools and Partners: TecdeMonterreyX…Course","https://www.edx.org/course/liderazgo-y-comportamiento-organizacional?index=product&queryID=564ff1b0803659747437d39c3c316bf6&position=4","Tecnológico de Monterrey Logo","Business & Management Courses","Liderazgo y comportamiento organizacional","Aprende a desarrollar tu potencial como líder, desarrolla habilidades de motivación, liderazgo y negociación.","Estimated 4 weeks","5–8 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$3,044","Free"
"1632949584-157","https://www.edx.org/search?tab=course","","Tools for Academic
Engagement in Public
Policy…Schools and Partners: MITx…Course","https://www.edx.org/course/tools-for-academic-engagement-in-public-policy?index=product&queryID=7122e2c10a9a57915540b91026799276&position=15","Massachusetts Institute of Technology Logo","Communication Courses","Tools for Academic Engagement in Public Policy","Many scientists and engineers seek to engage with policymakers and there is a clear need for them to do so. However, very few receive the training necessary to effectively impact public policy. This online module will provide an introduction to the policymaking process and practical tips for engaging with the policy community.","Estimated 3 weeks","1–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$4,065","Free"
"1632951529-995","https://www.edx.org/search?tab=course","","The Science of Everyday
Thinking…Schools and Partners: UQx…Course","https://www.edx.org/course/the-science-of-everyday-thinking?index=product&queryID=b3c248b4e55354f3c36655b5017c5d41&position=17","The University of Queensland Logo","Business & Management Courses","The Science of Everyday Thinking","Learn how to think better, argue better, and choose better.","Estimated 12 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$4,065","Free"
"1632950249-441","https://www.edx.org/search?tab=course","","Model-Based Automotive
Systems Engineering…Schools and Partners: ChalmersX…Course","https://www.edx.org/course/model-based-automotive-systems-engineering?index=product&queryID=9b682a9c519d062608886b9ffaddb413&position=19","Chalmers University of Technology Logo","Engineering Courses","Model-Based Automotive Systems Engineering","Learn how to model and simulate system dynamics in automotive engineering","Estimated 7 weeks","10–20 hours per week","Instructor-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$5,086","Free"
"1632950734-650","https://www.edx.org/search?tab=course","","PyTorch Basics for
Machine Learning…Schools and Partners: IBM…Course","https://www.edx.org/course/pytorch-basics-for-machine-learning?index=product&queryID=f605d905a6fdeccde1e0ee2a9cc87338&position=2","IBM Logo","Data Analysis & Statistics Courses","PyTorch Basics for Machine Learning","This course is the first part in a two part course and will teach you the fundamentals of PyTorch. In this course you will implement classic machine learning algorithms, focusing on how PyTorch creates and optimizes models. You will quickly iterate through different aspects of PyTorch giving you strong foundations and all the prerequisites you need before you build deep learning models.","Estimated 5 weeks","4–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$797","Free"
"1632949913-297","https://www.edx.org/search?tab=course","","Using JavaScript, JQuery,
and JSON in Django…Schools and Partners: MichiganX…Course","https://www.edx.org/course/using-javascript-jquery-and-json-in-django?index=product&queryID=ccf8b7b5ee2697e8073793a9ff9d373d&position=19","The University of Michigan Logo","Computer Science Courses","Using JavaScript, JQuery, and JSON in Django","This fourth and final course in Django for Everybody explores the JavaScript language and provides an introduction to the jQuery library and the JavaScript Object Notation (JSON) syntax.","Estimated 5 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$1,001","Free"
"1632950778-667","https://www.edx.org/search?tab=course","","Asociaciones
Público-Privadas: Retos,
lecciones aprendidas y……Schools and Partners: IDBx…Course","https://www.edx.org/course/asociaciones-publico-privadas-implementando-soluci?index=product&queryID=ea853da487bde7df7819f19efd0883d9&position=9","Inter-American Development Bank Logo","Economics & Finance Courses","Asociaciones Público-Privadas: Retos, lecciones aprendidas y soluciones innovadoras en América Latina y el Caribe","El curso analiza la concepción, selección, diseño e implementación de Asociaciones Público-Privadas (APP) en América Latina y el Caribe. Asimismo, identifica los beneficios y los riesgos que tienen para tanto para el sector público como para el sector privado.","Estimated 10 weeks","4–6 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$511","Free"
"1632949593-161","https://www.edx.org/search?tab=course","","The Civil War and
Reconstruction -
1850-1861: A House Divi……Schools and Partners: ColumbiaX…Course","https://www.edx.org/course/cwr-1850-1861-a-house-divided?index=product&queryID=7122e2c10a9a57915540b91026799276&position=11","Columbia University Logo","History Courses","The Civil War and Reconstruction - 1850-1861: A House Divided","Discover how the issue of slavery came to dominate American politics, and how political leaders struggled and failed to resolve the growing crisis in the nation.","Estimated 15 weeks","6–8 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,021","Free"
"1632951161-833","https://www.edx.org/search?tab=course","","Agile Innovation and
Problem Solving Skills…Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/agile-solutions-for-greater-innovation?index=product&queryID=fcbf47ce71df4d6e0c7e496bc97f020d&position=11","The University of Maryland, College Park Logo","Engineering Courses","Agile Innovation and Problem Solving Skills","Learn how to deliver greater value through Agile solution targeting and theory of constraints that unleash your team's innovative potential.","Estimated 4 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$4,065","Free"
"1632951765-1096","https://www.edx.org/search?tab=course","","Leaders of Learning…Schools and Partners: HarvardX…Course","https://www.edx.org/course/leaders-of-learning?index=product&queryID=6789946f99b7b8efc6056c71dcc1512c&position=12","Harvard University Logo","Communication Courses","Leaders of Learning","Explore and understand your own theories of learning and leadership. Gain the tools to imagine and build the future of learning.","Estimated 10 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcripts:  English, Español","Level:  Introductory","MX$2,839","Free"
